Sent_Timestamp,Average_Duration
1556130778374,0.00
1556130779183,0.00
1556130781409,1.00
1556130780466,1.00
1556130778388,1.00
1556130777795,0.00
1556130780726,0.00
1556130780169,1.00
1556130778768,1.00
1556130779258,1.00
1556130781060,0.00
1556130778486,0.67
1556130778177,1.00
1556130780665,0.00
1556130781117,0.00
1556130780075,1.00
1556130780367,1.00
1556130777392,0.00
1556130779680,-2.67
1556130777590,0.00
1556130779649,1.00
1556130777695,1.00
1556130777882,0.00
1556130778585,0.67
1556130779777,1.00
1556130781018,1.00
1556130776902,0.00
1556130778567,1.00
1556130781611,0.00
1556130779476,0.00
1556130781659,1.00
1556130781555,0.00
1556130779748,1.00
1556130779355,0.00
1556130779282,0.00
1556130777993,0.00
1556130777983,0.00
1556130781259,0.00
1556130778189,0.00
1556130777201,0.00
1556130781708,1.00
1556130781360,0.00
1556130777595,1.00
1556130779843,0.00
1556130779944,0.00
1556130780038,0.00
1556130778474,1.00
1556130777493,1.00
1556130781801,0.00
1556130780434,1.00
1556130778861,0.00
1556130778886,0.00
1556130780920,0.00
1556130779057,1.00
1556130777397,1.00
1556130779550,0.00
1556130778277,0.67
1556130778985,0.00
1556130777893,0.00
1556130778684,1.00
1556130781461,1.00
1556130781509,1.00
1556130778667,0.00
1556130780238,1.00
1556130778094,0.00
1556130777497,0.00
1556130781311,0.00
1556130777690,1.00
1556130777101,1.00
1556130780136,0.00
1556130777300,0.00
1556130779379,0.00
1556130779156,1.00
1556130780824,0.00
1556130781216,1.00
1556130777294,0.00
1556130779577,1.00
1556130778077,1.00
1556130780533,0.00
1556130780335,0.00
1556130779876,1.00
1556130780271,0.00
1556130779449,1.00
1556130779083,0.00
1556130780965,1.00
1556130780866,1.00
1556130780565,1.00
1556130780629,0.00
1556130778784,0.00
1556130779972,0.00
1556130777004,1.00
1556130781161,0.67
1556130781757,0.00
1556130778959,1.00
1556130780764,1.00
1556130778290,0.00
1556130777788,0.00
