Sent_Timestamp,Average_Duration
1562920603701,0.30
1562920614598,0.00
1562920617454,0.00
1562920621088,0.00
1562920613863,0.00
1562920615188,0.90
1562920618909,0.80
1562920626947,0.00
1562920606956,1.00
1562920624183,1.00
1562920602611,1.00
1562920613814,0.00
1562920603037,1.00
1562920608150,0.00
1562920626832,0.00
1562920604357,0.00
1562920610873,0.00
1562920599893,1.00
1562920612737,0.00
1562920616037,0.00
1562920614678,0.00
1562920623078,0.00
1562920618908,0.70
1562920612119,1.00
1562920625002,0.00
1562920608810,0.40
1562920606433,1.00
1562920616583,0.00
1562920627919,0.40
1562920604258,1.00
1562920616531,1.00
1562920607249,0.00
1562920607919,1.10
1562920604455,0.30
1562920606902,0.00
1562920624552,0.20
1562920613238,0.00
1562920603819,1.00
1562920620870,0.00
1562920610073,0.00
1562920618322,0.00
1562920623127,0.40
1562920626087,0.00
1562920601882,1.00
1562920605975,1.00
1562920614545,0.00
1562920607849,0.90
1562920601174,0.50
1562920604789,0.00
1562920604887,1.00
1562920623266,1.00
1562920622770,0.00
1562920613088,0.00
1562920606203,0.20
1562920602802,1.00
1562920618616,0.80
1562920629466,0.00
1562920619400,0.00
1562920628122,0.00
1562920626002,0.00
1562920626333,0.00
1562920603563,0.00
1562920628023,0.80
1562920609402,0.00
1562920607602,0.00
1562920604209,1.00
1562920626237,0.40
1562920601958,0.00
1562920614702,0.00
1562920610649,0.00
1562920609110,0.00
1562920614902,0.00
1562920616202,0.00
1562920617905,0.00
1562920618038,0.00
1562920602503,1.00
1562920620480,0.50
1562920613463,0.00
1562920624695,0.00
1562920618035,0.00
1562920607267,1.00
1562920607754,0.00
1562920606491,0.00
1562920621803,7.80
1562920622742,0.00
1562920625238,0.80
1562920625901,0.00
1562920612103,0.00
1562920617937,0.00
1562920623858,0.70
1562920604699,0.80
1562920626402,0.00
1562920600568,0.00
1562920626652,1.00
1562920615604,0.00
1562920603804,0.00
1562920626377,0.00
1562920600394,1.00
1562920611202,0.00
1562920624247,0.00
1562920627254,0.00
1562920600201,1.00
1562920612663,0.00
1562920623070,0.00
1562920627326,0.00
1562920624731,0.00
1562920602177,0.00
1562920602351,1.00
1562920621001,0.00
1562920603132,0.20
1562920605344,1.00
1562920613324,0.20
1562920612571,0.10
1562920606929,0.10
1562920618518,0.50
1562920626036,0.40
1562920628602,0.00
1562920619302,0.30
1562920627632,0.00
1562920616002,0.00
1562920618204,0.00
1562920622401,0.00
1562920625802,0.00
1562920616872,0.90
1562920618304,0.00
1562920612505,0.00
1562920611440,0.70
1562920627541,0.00
1562920617846,0.00
1562920603253,0.00
1562920618216,0.60
1562920605102,0.00
1562920607947,0.00
1562920603403,0.00
