Direction,Timestamp,Hash
OUT,1556131804043,msg-#1-1
IN,1556131804043,msg-#1-1
OUT,1556131804142,msg-#1-2
IN,1556131804143,msg-#2-2
IN,1556131804143,msg-#3-2
IN,1556131804239,msg-#2-3
OUT,1556131804240,msg-#1-3
IN,1556131804240,msg-#3-3
OUT,1556131804340,msg-#1-4
IN,1556131804340,msg-#1-4
IN,1556131804437,msg-#2-5
OUT,1556131804439,msg-#1-5
IN,1556131804439,msg-#1-5
IN,1556131804533,msg-#2-6
OUT,1556131804538,msg-#1-6
IN,1556131804539,msg-#1-6
IN,1556131804634,msg-#2-7
OUT,1556131804637,msg-#1-7
IN,1556131804637,msg-#1-7
IN,1556131804732,msg-#2-8
OUT,1556131804735,msg-#1-8
IN,1556131804735,msg-#1-8
IN,1556131804735,msg-#3-8
IN,1556131804826,msg-#2-9
OUT,1556131804835,msg-#1-9
IN,1556131804835,msg-#3-9
IN,1556131804925,msg-#2-10
OUT,1556131804933,msg-#1-10
IN,1556131804933,msg-#1-10
IN,1556131805023,msg-#2-11
OUT,1556131805034,msg-#1-11
IN,1556131805035,msg-#3-11
IN,1556131805120,msg-#2-12
OUT,1556131805131,msg-#1-12
IN,1556131805131,msg-#1-12
IN,1556131805218,msg-#2-13
OUT,1556131805232,msg-#1-13
IN,1556131805232,msg-#3-13
IN,1556131805315,msg-#2-14
OUT,1556131805329,msg-#1-14
IN,1556131805329,msg-#3-14
IN,1556131805414,msg-#2-15
OUT,1556131805429,msg-#1-15
IN,1556131805430,msg-#3-15
IN,1556131805514,msg-#2-16
OUT,1556131805531,msg-#1-16
IN,1556131805531,msg-#1-16
IN,1556131805610,msg-#2-17
OUT,1556131805630,msg-#1-17
IN,1556131805630,msg-#1-17
IN,1556131805707,msg-#2-18
OUT,1556131805725,msg-#1-18
IN,1556131805726,msg-#1-18
IN,1556131805809,msg-#2-19
OUT,1556131805824,msg-#1-19
IN,1556131805825,msg-#1-19
IN,1556131805908,msg-#2-20
OUT,1556131805923,msg-#1-20
IN,1556131805924,msg-#1-20
IN,1556131805924,msg-#3-20
IN,1556131806003,msg-#2-21
OUT,1556131806023,msg-#1-21
IN,1556131806024,msg-#3-21
IN,1556131806101,msg-#2-22
OUT,1556131806125,msg-#1-22
IN,1556131806126,msg-#1-22
IN,1556131806126,msg-#3-22
IN,1556131806201,msg-#2-23
OUT,1556131806225,msg-#1-23
IN,1556131806225,msg-#1-23
IN,1556131806295,msg-#2-24
OUT,1556131806319,msg-#1-24
IN,1556131806320,msg-#1-24
IN,1556131806394,msg-#2-25
OUT,1556131806418,msg-#1-25
IN,1556131806419,msg-#1-25
IN,1556131806419,msg-#3-25
IN,1556131806495,msg-#2-26
OUT,1556131806519,msg-#1-26
IN,1556131806519,msg-#1-26
IN,1556131806519,msg-#3-26
IN,1556131806595,msg-#2-27
OUT,1556131806617,msg-#1-27
IN,1556131806617,msg-#1-27
IN,1556131806693,msg-#2-28
OUT,1556131806719,msg-#1-28
IN,1556131806719,msg-#1-28
IN,1556131806789,msg-#2-29
OUT,1556131806817,msg-#1-29
IN,1556131806818,msg-#1-29
IN,1556131806884,msg-#2-30
OUT,1556131806913,msg-#1-30
IN,1556131806913,msg-#1-30
IN,1556131806985,msg-#2-31
OUT,1556131807017,msg-#1-31
IN,1556131807017,msg-#1-31
IN,1556131807084,msg-#2-32
OUT,1556131807113,msg-#1-32
IN,1556131807113,msg-#3-32
IN,1556131807179,msg-#2-33
OUT,1556131807211,msg-#1-33
IN,1556131807211,msg-#3-33
IN,1556131807211,msg-#1-33
IN,1556131807280,msg-#2-34
OUT,1556131807313,msg-#1-34
IN,1556131807313,msg-#1-34
IN,1556131807374,msg-#2-35
OUT,1556131807412,msg-#1-35
IN,1556131807412,msg-#1-35
IN,1556131807412,msg-#3-35
IN,1556131807473,msg-#2-36
OUT,1556131807509,msg-#1-36
IN,1556131807509,msg-#1-36
IN,1556131807570,msg-#2-37
OUT,1556131807607,msg-#1-37
IN,1556131807608,msg-#3-37
IN,1556131807668,msg-#2-38
OUT,1556131807709,msg-#1-38
IN,1556131807709,msg-#1-38
IN,1556131807766,msg-#2-39
OUT,1556131807807,msg-#1-39
IN,1556131807808,msg-#3-39
IN,1556131807808,msg-#1-39
IN,1556131807865,msg-#2-40
OUT,1556131807907,msg-#1-40
IN,1556131807907,msg-#1-40
IN,1556131807962,msg-#2-41
OUT,1556131808003,msg-#1-41
IN,1556131808003,msg-#1-41
IN,1556131808062,msg-#2-42
OUT,1556131808105,msg-#1-42
IN,1556131808105,msg-#3-42
IN,1556131808160,msg-#2-43
OUT,1556131808204,msg-#1-43
IN,1556131808204,msg-#1-43
IN,1556131808258,msg-#2-44
OUT,1556131808304,msg-#1-44
IN,1556131808305,msg-#1-44
IN,1556131808358,msg-#2-45
OUT,1556131808400,msg-#1-45
IN,1556131808400,msg-#3-45
IN,1556131808400,msg-#1-45
IN,1556131808456,msg-#2-46
OUT,1556131808497,msg-#1-46
IN,1556131808497,msg-#3-46
IN,1556131808551,msg-#2-47
OUT,1556131808597,msg-#1-47
IN,1556131808597,msg-#3-47
IN,1556131808648,msg-#2-48
OUT,1556131808699,msg-#1-48
IN,1556131808699,msg-#3-48
IN,1556131808748,msg-#2-49
OUT,1556131808797,msg-#1-49
IN,1556131808798,msg-#1-49
IN,1556131808798,msg-#3-49
IN,1556131808848,msg-#2-50
OUT,1556131808896,msg-#1-50
IN,1556131808897,msg-#3-50
IN,1556131808897,msg-#1-50
IN,1556131808943,msg-#2-51
