Sent_Timestamp,Average_Duration
1562920210825,0.60
1562920229323,0.00
1562920226123,1.00
1562920219880,0.00
1562920228531,0.00
1562920228139,0.00
1562920230064,0.00
1562920220745,1.00
1562920207527,0.00
1562920216162,0.00
1562920229838,0.00
1562920231375,0.50
1562920221691,0.00
1562920220331,0.90
1562920224682,0.00
1562920211676,0.00
1562920229865,1.00
1562920226572,1.00
1562920204814,1.00
1562920216521,0.00
1562920207303,1.00
1562920209518,1.00
1562920234321,0.00
1562920230723,0.00
1562920206922,0.90
1562920213530,1.00
1562920222650,1.00
1562920231668,0.00
1562920228040,1.00
1562920215015,0.70
1562920207392,1.00
1562920226203,0.56
1562920232166,1.00
1562920233992,0.00
1562920206170,0.40
1562920229274,0.00
1562920209028,1.00
1562920216123,0.00
1562920228905,0.70
1562920216647,1.00
1562920210339,0.90
1562920232649,1.00
1562920209370,0.60
1562920228284,1.00
1562920224871,0.00
1562920215023,1.00
1562920225084,0.00
1562920205795,0.00
1562920215656,1.00
1562920217750,1.00
1562920231195,0.00
1562920207494,0.10
1562920227897,0.00
1562920209078,1.00
1562920218197,0.00
1562920217671,1.00
1562920226313,0.00
1562920222950,1.00
1562920233137,0.00
1562920210012,0.00
1562920232451,0.00
1562920208637,0.00
1562920208584,1.00
1562920216038,0.00
1562920217812,0.00
1562920220362,0.00
1562920219688,0.00
1562920227355,0.00
1562920231866,0.00
1562920226995,0.00
1562920223723,0.00
1562920233610,0.00
1562920220959,0.00
1562920214719,1.00
1562920209722,1.00
1562920212262,1.00
1562920230264,0.00
1562920215092,1.00
1562920218422,1.00
1562920206303,1.00
1562920221703,1.00
1562920219015,0.70
1562920229672,1.00
1562920206653,1.00
1562920215082,0.00
1562920214983,0.00
1562920227513,0.00
1562920210302,1.00
1562920225525,0.00
1562920225922,1.00
1562920208112,1.00
1562920223631,0.00
1562920217889,1.00
1562920232044,0.00
1562920225885,0.00
1562920228482,0.00
1562920228384,1.00
1562920226599,0.00
1562920225639,0.00
1562920213037,1.00
1562920209616,1.00
1562920213438,1.00
1562920222242,1.00
1562920213024,0.00
1562920230056,0.00
1562920220526,1.00
1562920217129,1.00
1562920209566,0.00
1562920230439,0.00
1562920216137,0.00
1562920209894,1.00
1562920227986,0.00
1562920215204,0.00
1562920208593,1.00
1562920229479,0.00
1562920205322,0.00
1562920221607,0.00
1562920211022,1.00
1562920232623,0.00
1562920223526,1.00
1562920213346,1.00
1562920209277,0.00
1562920231680,1.00
1562920215708,1.00
1562920219812,0.00
1562920207789,0.20
1562920205011,1.00
1562920220815,1.00
1562920231100,0.00
1562920210204,1.00
1562920217723,0.00
1562920222423,0.00
1562920229222,1.00
1562920212025,1.00
1562920216305,0.00
1562920219848,0.00
1562920216937,0.00
1562920217226,0.90
1562920229174,0.00
1562920208499,1.00
1562920221798,1.00
1562920217326,1.00
1562920215274,0.00
1562920215695,0.60
1562920218526,1.00
1562920207110,0.50
1562920212764,1.00
1562920224104,0.00
1562920226541,0.00
1562920225300,0.00
1562920226626,0.40
1562920209522,1.00
1562920214422,1.00
1562920216023,0.00
1562920213734,1.00
1562920214516,1.00
1562920222526,1.00
1562920217926,1.00
1562920228578,0.00
1562920232551,0.00
1562920222440,1.00
1562920226423,0.00
1562920205295,1.00
1562920210050,0.20
1562920228435,0.20
1562920205500,1.00
1562920209030,1.00
1562920225823,0.00
1562920218151,0.00
1562920207462,0.00
1562920218534,1.10
1562920206404,0.90
1562920222847,0.00
1562920229548,1.00
1562920224904,1.00
1562920220658,1.00
1562920205122,1.00
1562920209022,1.00
1562920216672,1.00
1562920222076,1.00
1562920218004,1.00
1562920222126,1.00
1562920214503,1.00
1562920212556,1.00
1562920205116,1.00
1562920223925,0.60
1562920227456,0.00
1562920226797,0.00
1562920211922,0.90
1562920210167,0.67
1562920234087,0.00
1562920221205,1.00
1562920227848,1.00
1562920233135,0.00
1562920208283,1.00
1562920212145,1.00
1562920219494,1.00
1562920220422,1.00
1562920207422,0.90
1562920216806,1.00
1562920206920,0.00
1562920220790,0.00
1562920231591,0.00
1562920215808,0.50
1562920206504,0.70
1562920226888,0.00
1562920228039,0.00
1562920207332,0.90
1562920210525,0.80
1562920210325,0.00
1562920229825,1.00
1562920209922,0.40
1562920212948,1.00
1562920218054,1.00
1562920226830,0.00
1562920205696,0.10
1562920232747,0.00
1562920216522,1.00
1562920230223,0.00
1562920215482,0.00
1562920214917,0.60
