Sent_Timestamp,Average_Duration
1556138471864,0.00
1556138472458,0.00
1556138469389,0.00
1556138469094,1.00
1556138472260,1.00
1556138468894,0.00
1556138470455,0.00
1556138472608,0.00
1556138469967,1.00
1556138472859,1.00
1556138469492,1.00
1556138470582,0.00
1556138469572,1.00
1556138469591,0.00
1556138471923,0.00
1556138469669,0.00
1556138471175,1.00
1556138468399,0.00
1556138468590,1.00
1556138470974,0.00
1556138470942,1.00
1556138468494,1.00
1556138471964,0.00
1556138471369,0.00
1556138471825,0.00
1556138472512,0.00
1556138469886,0.00
1556138470877,0.00
1556138468006,2.00
1556138468696,0.00
1556138471336,1.00
1556138469687,0.00
1556138472905,1.00
1556138468499,0.00
1556138468983,0.00
1556138470083,0.00
1556138470383,0.00
1556138468691,1.00
1556138471567,1.00
1556138469082,0.00
1556138471435,0.00
1556138470777,1.00
1556138471042,0.00
1556138470648,1.00
1556138471730,0.00
1556138468201,0.00
1556138468887,0.00
1556138470163,0.00
1556138472560,1.00
1556138468300,0.00
1556138470746,0.00
1556138469182,1.00
1556138469785,0.00
1556138469292,1.00
1556138469193,1.00
1556138472661,1.00
1556138468993,0.00
1556138471670,0.00
1556138468200,1.00
1556138470260,0.00
1556138468394,0.00
1556138472036,-2.67
1556138470681,0.00
1556138471530,1.00
1556138469986,0.67
1556138471074,1.00
1556138472163,1.33
1556138472216,1.00
1556138470848,1.00
1556138469864,0.00
1556138471236,1.00
1556138469766,1.00
1556138471143,1.00
1556138471468,0.00
1556138468796,0.00
1556138469378,0.00
1556138468100,1.00
1556138469281,0.00
1556138471628,1.00
1556138470483,0.00
1556138470182,0.00
1556138468791,1.00
1556138471273,0.00
1556138468102,0.00
1556138470060,0.00
1556138472316,1.00
1556138472413,0.00
1556138471765,0.00
1556138469472,1.00
1556138472807,0.33
1556138470551,0.00
1556138472710,0.00
1556138472064,0.00
1556138470354,0.00
1556138468598,0.00
1556138470281,0.00
1556138472359,0.00
1556138472757,1.00
1556138472121,0.00
