Sent_Timestamp,Average_Duration
1556138388941,0.00
1556138386499,-4.00
1556138386818,0.00
1556138386322,1.00
1556138388799,0.00
1556138384534,0.00
1556138384924,0.00
1556138387083,0.00
1556138387608,0.00
1556138385924,0.00
1556138385316,0.00
1556138387475,1.00
1556138388550,0.00
1556138388454,0.00
1556138386984,0.00
1556138385824,0.00
1556138388353,0.00
1556138387863,0.00
1556138386103,-2.00
1556138385726,1.00
1556138388597,0.67
1556138387509,1.00
1556138384731,0.00
1556138387275,1.00
1556138384339,1.00
1556138385805,0.00
1556138386593,0.00
1556138387115,1.00
1556138386299,0.00
1556138385905,0.00
1556138387013,0.00
1556138384632,0.00
1556138388300,0.00
1556138387804,1.00
1556138386688,0.00
1556138385032,0.00
1556138386620,1.00
1556138386026,0.00
1556138384438,0.00
1556138387375,0.00
1556138384241,1.00
1556138385629,1.00
1556138388064,0.00
1556138388650,0.00
1556138387669,0.00
1556138386001,1.00
1556138385527,1.00
1556138384737,0.00
1556138388510,-5.33
1556138388895,0.00
1556138386199,1.00
1556138386885,0.00
1556138388160,1.00
1556138386518,0.00
1556138385134,1.00
1556138386220,1.00
1556138387181,0.00
1556138388101,1.00
1556138385711,0.00
1556138386401,-2.67
1556138388750,0.00
1556138384144,0.00
1556138386716,0.00
1556138385614,1.00
1556138386915,0.00
1556138387963,0.00
1556138387904,0.00
1556138388699,0.00
1556138384538,0.00
1556138387572,1.00
1556138387410,1.00
1556138384825,1.00
1556138385331,1.00
1556138388260,0.00
1556138385120,0.00
1556138386419,0.00
1556138385217,1.00
1556138388850,-2.67
1556138385428,1.00
1556138387766,0.00
1556138388399,0.00
1556138385023,1.00
1556138387309,1.00
1556138387215,1.00
1556138384934,1.00
1556138385415,0.00
1556138385515,1.00
1556138387709,0.00
1556138388202,1.00
1556138384043,1.00
1556138386788,1.00
1556138384837,0.00
1556138385234,0.00
1556138388502,4.00
1556138386122,0.00
1556138388002,1.00
1556138384637,1.00
