Direction,Timestamp,Hash
OUT,1556139769489,msg-#1-1
IN,1556139769491,msg-#3-1
IN,1556139769491,msg-#2-1
OUT,1556139769580,msg-#1-2
IN,1556139769581,msg-#3-2
IN,1556139769581,msg-#1-2
OUT,1556139769678,msg-#1-3
IN,1556139769678,msg-#2-3
IN,1556139769679,msg-#3-3
IN,1556139769773,msg-#2-4
OUT,1556139769776,msg-#1-4
IN,1556139769776,msg-#3-4
IN,1556139769870,msg-#2-5
OUT,1556139769874,msg-#1-5
IN,1556139769874,msg-#1-5
IN,1556139769969,msg-#2-6
OUT,1556139769975,msg-#1-6
IN,1556139769975,msg-#3-6
IN,1556139770071,msg-#2-7
OUT,1556139770073,msg-#1-7
IN,1556139770073,msg-#3-7
IN,1556139770169,msg-#2-8
OUT,1556139770172,msg-#1-8
IN,1556139770172,msg-#1-8
IN,1556139770172,msg-#3-8
IN,1556139770264,msg-#2-9
OUT,1556139770272,msg-#1-9
IN,1556139770273,msg-#1-9
IN,1556139770365,msg-#2-10
OUT,1556139770371,msg-#1-10
IN,1556139770371,msg-#3-10
IN,1556139770461,msg-#2-11
OUT,1556139770471,msg-#1-11
IN,1556139770471,msg-#1-11
IN,1556139770557,msg-#2-12
OUT,1556139770568,msg-#1-12
IN,1556139770568,msg-#1-12
IN,1556139770658,msg-#2-13
OUT,1556139770669,msg-#1-13
IN,1556139770669,msg-#3-13
IN,1556139770752,msg-#2-14
OUT,1556139770765,msg-#1-14
IN,1556139770766,msg-#1-14
IN,1556139770853,msg-#2-15
OUT,1556139770865,msg-#1-15
IN,1556139770865,msg-#1-15
IN,1556139770953,msg-#2-16
OUT,1556139770966,msg-#1-16
IN,1556139770967,msg-#1-16
IN,1556139771046,msg-#2-17
OUT,1556139771065,msg-#1-17
IN,1556139771065,msg-#1-17
IN,1556139771145,msg-#2-18
OUT,1556139771166,msg-#1-18
IN,1556139771166,msg-#1-18
IN,1556139771242,msg-#2-19
OUT,1556139771263,msg-#1-19
IN,1556139771263,msg-#1-19
IN,1556139771342,msg-#2-20
OUT,1556139771364,msg-#1-20
IN,1556139771364,msg-#1-20
IN,1556139771364,msg-#3-20
IN,1556139771441,msg-#2-21
OUT,1556139771463,msg-#1-21
IN,1556139771463,msg-#1-21
IN,1556139771463,msg-#3-21
IN,1556139771537,msg-#2-22
OUT,1556139771558,msg-#1-22
IN,1556139771558,msg-#1-22
IN,1556139771559,msg-#3-22
IN,1556139771639,msg-#2-23
OUT,1556139771659,msg-#1-23
IN,1556139771660,msg-#3-23
IN,1556139771732,msg-#2-24
OUT,1556139771761,msg-#1-24
IN,1556139771761,msg-#3-24
IN,1556139771761,msg-#1-24
IN,1556139771831,msg-#2-25
OUT,1556139771855,msg-#1-25
IN,1556139771856,msg-#1-25
IN,1556139771933,msg-#2-26
OUT,1556139771953,msg-#1-26
IN,1556139771954,msg-#3-26
IN,1556139772026,msg-#2-27
OUT,1556139772054,msg-#1-27
IN,1556139772054,msg-#3-27
IN,1556139772054,msg-#1-27
IN,1556139772129,msg-#2-28
OUT,1556139772153,msg-#1-28
IN,1556139772154,msg-#3-28
IN,1556139772222,msg-#2-29
OUT,1556139772254,msg-#1-29
IN,1556139772255,msg-#1-29
IN,1556139772320,msg-#2-30
OUT,1556139772352,msg-#1-30
IN,1556139772352,msg-#1-30
IN,1556139772421,msg-#2-31
OUT,1556139772452,msg-#1-31
IN,1556139772453,msg-#1-31
IN,1556139772453,msg-#3-31
IN,1556139772517,msg-#2-32
OUT,1556139772553,msg-#1-32
IN,1556139772553,msg-#3-32
IN,1556139772616,msg-#2-33
OUT,1556139772646,msg-#1-33
IN,1556139772647,msg-#3-33
IN,1556139772715,msg-#2-34
OUT,1556139772746,msg-#1-34
IN,1556139772746,msg-#3-34
IN,1556139772813,msg-#2-35
OUT,1556139772845,msg-#1-35
IN,1556139772845,msg-#3-35
IN,1556139772909,msg-#2-36
OUT,1556139772949,msg-#1-36
IN,1556139772949,msg-#3-36
IN,1556139773009,msg-#2-37
OUT,1556139773046,msg-#1-37
IN,1556139773046,msg-#3-37
IN,1556139773104,msg-#2-38
OUT,1556139773146,msg-#1-38
IN,1556139773146,msg-#3-38
IN,1556139773202,msg-#2-39
OUT,1556139773242,msg-#1-39
IN,1556139773242,msg-#3-39
IN,1556139773242,msg-#1-39
IN,1556139773301,msg-#2-40
OUT,1556139773344,msg-#1-40
IN,1556139773344,msg-#1-40
IN,1556139773402,msg-#2-41
OUT,1556139773442,msg-#1-41
IN,1556139773442,msg-#1-41
IN,1556139773499,msg-#2-42
OUT,1556139773541,msg-#1-42
IN,1556139773542,msg-#1-42
IN,1556139773596,msg-#2-43
OUT,1556139773636,msg-#1-43
IN,1556139773637,msg-#1-43
IN,1556139773697,msg-#2-44
OUT,1556139773737,msg-#1-44
IN,1556139773737,msg-#1-44
IN,1556139773795,msg-#2-45
OUT,1556139773834,msg-#1-45
IN,1556139773834,msg-#3-45
IN,1556139773893,msg-#2-46
OUT,1556139773937,msg-#1-46
IN,1556139773937,msg-#3-46
IN,1556139773937,msg-#1-46
IN,1556139773987,msg-#2-47
OUT,1556139774033,msg-#1-47
IN,1556139774033,msg-#1-47
IN,1556139774085,msg-#2-48
OUT,1556139774134,msg-#1-48
IN,1556139774135,msg-#3-48
IN,1556139774187,msg-#2-49
OUT,1556139774233,msg-#1-49
IN,1556139774233,msg-#3-49
IN,1556139774284,msg-#2-50
OUT,1556139774333,msg-#1-50
IN,1556139774333,msg-#3-50
IN,1556139774378,msg-#2-51
