Sent_Timestamp,Average_Duration
1556139770853,0.00
1556139773201,1.00
1556139770471,0.00
1556139771065,0.00
1556139772221,1.00
1556139772026,0.00
1556139772129,0.00
1556139769869,1.00
1556139769488,3.00
1556139774333,0.00
1556139774378,0.00
1556139770264,0.00
1556139772320,0.00
1556139770365,0.00
1556139772715,0.00
1556139772254,1.00
1556139773987,0.00
1556139772909,0.00
1556139773009,0.00
1556139772646,1.00
1556139770172,2.00
1556139774233,0.00
1556139770272,1.00
1556139769776,0.00
1556139770765,1.00
1556139770371,0.00
1556139769773,0.00
1556139773104,0.00
1556139772352,0.00
1556139771166,0.00
1556139772452,1.00
1556139772054,0.00
1556139770073,0.00
1556139773242,0.00
1556139774134,1.00
1556139771830,0.67
1556139771761,0.00
1556139773402,0.00
1556139769969,0.00
1556139772813,0.00
1556139771639,0.00
1556139774283,1.00
1556139772420,1.00
1556139769489,2.00
1556139769975,0.00
1556139771558,0.67
1556139773442,0.00
1556139771933,0.00
1556139772616,0.00
1556139771732,0.00
1556139773893,0.00
1556139773596,0.00
1556139770669,0.00
1556139773541,1.00
1556139771242,0.00
1556139773046,0.00
1556139773344,0.00
1556139773301,0.00
1556139773697,0.00
1556139774033,0.00
1556139772845,0.00
1556139771441,0.00
1556139771263,0.00
1556139770953,0.00
1556139772746,0.00
1556139770568,0.00
1556139771364,0.00
1556139771046,0.00
1556139771144,1.00
1556139770966,1.00
1556139769874,0.00
1556139771953,1.00
1556139772553,0.00
1556139771341,1.00
1556139771463,0.00
1556139773737,0.00
1556139771855,1.00
1556139773498,1.00
1556139772153,1.00
1556139770865,0.00
1556139770556,1.00
1556139774187,0.00
1556139773795,0.00
1556139770070,1.00
1556139770657,1.00
1556139771659,0.67
1556139770751,1.00
1556139773834,0.67
1556139773937,0.00
1556139773146,0.00
1556139773636,1.00
1556139772516,1.00
1556139769678,0.00
1556139771537,0.00
1556139772949,0.00
1556139770169,0.00
1556139774085,0.00
1556139769580,1.00
1556139770460,1.00
